actionAcceptedList0;actionAcceptedList1;actionAcceptedList2;actionAcceptedList3;[step];averageWaitingAction1;averageWaitingAction2;averageWaitingAction3;totalwaitingtime
3;23;13;12;485;14,848684210526315;15,347826086956522;10,8;13,665503432494281
3;12;1;123;487;9,348387096774193;18,652173913043477;13;13,666853669939224
23;13;1;123;486;8,479452054794521;12,666666666666666;19,857142857142858;13,66775385953468
13;123;2;1;486;6,909677419354839;15,263157894736842;18,833333333333332;13,668722882475004
13;123;123;12;487;6,543046357615894;13,666666666666666;20,8;13,66990434142752
123;12;123;2;486;9,929078014184396;11;20,083333333333332;13,670803782505908
13;123;23;23;487;14;10,346153846153847;16,666666666666668;13,67094017094017
23;1;123;12;486;6,763513513513513;13,5;20,75;13,671171171171173
13;123;23;2;487;12,595890410958905;11,2;17,22222222222222;13,672704211060376
13;13;123;23;485;6,985294117647059;15,371428571428572;18,666666666666668;13,674463118580766
23;12;13;13;485;6,202702702702703;11,68;23,142857142857142;13,675186615186613
12;3;13;12;485;9,395973154362416;15,23076923076923;16,4;13,67558079504388
13;123;2;13;493;8,313868613138686;14,714285714285714;18;13,676051442474801
123;13;1;123;489;6,74496644295302;16,12;18,166666666666668;13,677211036539896
3;123;13;12;486;7,755102040816326;16,444444444444443;16,833333333333332;13,677626606198032
2;1;13;123;485;8,675675675675675;13,692307692307692;18,666666666666668;13,678216678216678
123;2;13;23;485;11,26896551724138;9,516129032258064;20,25;13,67836484983315
13;23;2;123;489;12,577181208053691;11,461538461538462;17;13,679573223197385
23;13;12;123;485;8,857142857142858;13,851851851851851;18,333333333333332;13,680776014109346
2;13;13;12;485;5,9787234042553195;15,264705882352942;19,8;13,681143095536086
3;123;23;123;494;16,211920529801326;12;12,833333333333334;13,681751287711554
12;123;23;23;487;12,079710144927537;11,516129032258064;17,454545454545453;13,683461543910353
23;12;123;1;487;7,2086330935251794;12,84375;21;13,684127697841726
12;1;13;23;487;6,119205298013245;11,26923076923077;23,666666666666668;13,685034244636896
123;2;13;13;487;8,08843537414966;15,538461538461538;17,428571428571427;13,685156113727542
23;23;123;123;486;14,651006711409396;9,24;17,166666666666668;13,685891126025354
123;123;123;3;485;10,51388888888889;13,846153846153847;16,7;13,686680911680911
23;12;1;23;485;11,161073825503356;13,454545454545455;16,444444444444443;13,686687908164417
123;13;2;1;486;9,420689655172414;10,478260869565217;21,166666666666668;13,688539063801434
12;23;123;13;485;7,7727272727272725;13,545454545454545;19,75;13,689393939393938
123;13;23;123;487;7,431506849315069;12,26923076923077;21,375;13,691912539515279
23;123;23;123;487;16,314102564102566;10,095238095238095;14,666666666666666;13,692002442002442
123;13;23;123;487;6,493243243243243;15,583333333333334;19;13,692192192192193
13;3;12;12;486;9,372549019607844;18,375;13,333333333333334;13,693627450980394
1;23;12;123;487;8,371428571428572;14,424242424242424;18,285714285714285;13,693795093795094
13;23;1;23;487;10,534246575342467;11,423076923076923;19,125;13,694107832806464
23;123;1;13;485;6,640845070422535;14,566666666666666;19,875;13,694170579029736
1;13;23;123;485;6,083333333333333;13,25;21,75;13,694444444444443
23;12;3;13;485;12,321678321678322;11,307692307692308;17,454545454545453;13,694638694638693
123;23;123;123;486;6,28;13,681818181818182;21,125;13,69560606060606
12;13;3;123;485;9,486301369863014;18,93548387096774;12,666666666666666;13,696150635832474
2;13;12;13;488;7,338028169014085;14,151515151515152;19,6;13,696514440176413
12;13;2;123;486;6,904109589041096;12,586206896551724;21,6;13,696772161864274
23;123;1;12;486;8,381294964028777;14,542857142857143;18,166666666666668;13,696939591184195
123;123;23;13;487;8,72108843537415;10,807692307692308;21,571428571428573;13,700069771498343
13;23;23;13;485;13,782312925170068;9,227272727272727;18,09090909090909;13,70016491445063
12;123;12;3;488;9,873333333333333;15,227272727272727;16;13,70020202020202
12;123;3;1;507;7,251612903225807;16,68421052631579;17,166666666666668;13,700830032069424
1;13;123;12;507;6,026143790849673;12,65;22,428571428571427;13,701571739807031
3;1;12;123;486;8,888111888111888;16,344827586206897;15,875;13,702646491439594
12;13;13;123;487;5,573333333333333;16,535714285714285;19;13,703015873015872
123;13;12;13;487;7,163398692810458;12,947368421052632;21;13,703589037954364
123;12;12;23;486;6,680555555555555;13,73076923076923;20,7;13,703774928774928
3;1;123;123;494;8,194630872483222;14,92;18;13,704876957494406
12;13;2;123;503;7,640287769784172;12,416666666666666;21,058823529411764;13,705259321954202
13;12;123;12;492;6,12;12,333333333333334;22,666666666666668;13,706666666666669
123;23;1;123;496;6,469798657718121;11,952380952380953;22,7;13,707393203366356
123;23;23;13;489;15;11,375;14,75;13,708333333333334
23;12;23;1;487;14,76056338028169;12,53125;13,833333333333334;13,708382237871675
12;123;2;13;486;6,864516129032258;9,761904761904763;24,5;13,708806963645673
123;123;123;3;485;8,853333333333333;18,130434782608695;14,142857142857142;13,708875086266389
2;13;123;1;486;8,129251700680273;12;21;13,709750566893424
123;13;12;2;485;9,496503496503497;11,633333333333333;20;13,709945609945612
2;123;1;123;492;8,83448275862069;12,925925925925926;19,375;13,711802894848873
13;13;12;12;487;6,74468085106383;17,79310344827586;16,6;13,712594766446564
3;2;12;13;487;11,945945945945946;16,192307692307693;13;13,712751212751213
2;13;12;123;486;7,714285714285714;8,25925925925926;25,166666666666668;13,71340388007055
3;12;2;13;502;14,34640522875817;10,421052631578947;16,375;13,714152620112372
123;12;123;3;485;8,333333333333334;14,476190476190476;18,333333333333332;13,714285714285714
123;123;23;123;485;7,918918918918919;12,565217391304348;20,666666666666668;13,716934325629978
3;12;13;123;492;8,82876712328767;16,076923076923077;16,25;13,71856340007025
123;123;1;123;485;5,945205479452055;12,925925925925926;22,285714285714285;13,718948563697422
123;3;13;12;486;10,668965517241379;17,655172413793103;12,833333333333334;13,719157088122605
123;1;13;123;486;5,9727891156462585;15,851851851851851;19,333333333333332;13,719324766943814
12;13;3;123;486;9,594771241830065;16,565217391304348;15;13,719996211044803
13;2;13;123;487;9,4;12,636363636363637;19,125;13,720454545454546
3;12;123;1;486;8,817567567567568;18,344827586206897;14;13,72079838459149
13;123;13;123;485;5,823943661971831;12,93939393939394;22,4;13,72111253378859
13;23;12;13;486;7,068493150684931;14,346153846153847;19,75;13,72154899894626
23;123;12;123;486;7,100671140939597;11,565217391304348;22,5;13,721962844081313
3;12;1;23;487;14,55625;17,11111111111111;9,5;13,722453703703705
23;123;12;12;486;8,053333333333333;14,52;18,6;13,724444444444444
123;23;23;12;487;16,2012987012987;10,875;14,1;13,7254329004329
1;123;123;2;487;6,986754966887418;12,19047619047619;22;13,725743719121203
123;23;12;23;485;13,38562091503268;9,458333333333334;18,333333333333332;13,725762527233115
123;12;123;12;485;6,7226277372262775;12,235294117647058;22,22222222222222;13,726714692365185
12;3;23;13;488;11,67142857142857;16,939393939393938;12,571428571428571;13,727417027417026
123;1;23;2;487;14,980132450331126;10,538461538461538;15,666666666666666;13,728420218486443
13;23;1;12;486;7,006849315068493;18,178571428571427;16;13,728473581213308
123;13;2;123;486;8,243055555555555;13,571428571428571;19,375;13,729828042328043
3;12;13;12;485;8,08108108108108;14,68;18,428571428571427;13,729884169884167
1;12;13;123;485;6,467532467532467;15,222222222222221;19,5;13,729918229918232
23;1;123;123;486;5,91156462585034;13,03448275862069;22,25;13,732015794823676
23;13;123;12;496;7,127659574468085;11,193548387096774;22,875;13,732069320521619
123;123;13;23;485;7,071942446043166;14,125;20;13,732314148681056
123;3;123;12;493;9,879194630872483;16,75;14,571428571428571;13,733541067433684
1;12;23;23;487;12,03623188405797;13,921052631578947;15,25;13,735761505212304
123;1;13;123;486;6,760273972602739;13,25;21,2;13,736757990867579
23;123;2;1;485;14,63448275862069;9,826086956521738;16,75;13,736856571714142
123;13;12;3;486;8,92;13,458333333333334;18,833333333333332;13,737222222222222
2;123;3;13;487;12,356164383561644;13,857142857142858;15;13,737769080234834
13;123;12;1;487;7,24113475177305;16,2;17,77777777777778;13,739637509850276
1;123;123;13;486;6,788079470198675;16,63157894736842;17,8;13,739886139189032
1;123;123;2;485;7,258741258741258;11,212121212121213;22,75;13,740287490287491
23;1;123;23;485;13,266233766233766;11,526315789473685;16,428571428571427;13,740373661426295
23;123;2;12;488;17,885135135135137;8,48;14,857142857142858;13,740759330759332
123;1;1;23;488;6,204225352112676;15,161290322580646;19,857142857142858;13,740886177278725
12;123;2;23;485;17,324324324324323;8,9;15;13,74144144144144
13;23;13;23;487;11,383561643835616;14,478260869565217;15,363636363636363;13,741819625679065
12;123;3;13;485;12,13986013986014;17,09090909090909;12;13,743589743589743
2;12;13;123;486;8,766917293233083;11,864864864864865;20,6;13,74392738603265
13;23;1;2;486;13,652777777777779;12,580645161290322;15;13,7444743130227
13;23;2;1;494;12,73469387755102;11;17,5;13,744897959183675
23;2;13;1;486;11,527777777777779;12,137931034482758;17,571428571428573;13,745712461229703
1;23;123;13;485;7,7482993197278915;14,555555555555555;18,933333333333334;13,745729402872263
12;23;1;13;493;6,468965517241379;15,518518518518519;19,25;13,745828011919967
12;12;13;123;486;7,310344827586207;12,5;21,428571428571427;13,746305418719212
3;123;1;123;489;8,933774834437086;14,708333333333334;17,6;13,747369389256809
123;123;23;23;486;12,72108843537415;11,826086956521738;16,7;13,749058463965296
23;1;23;1;487;12,45138888888889;10,655172413793103;18,142857142857142;13,749806148513045
12;12;13;13;487;8,082758620689654;15,5;17,666666666666668;13,749808429118772
1;1;123;123;485;5,361111111111111;14,096774193548388;21,8;13,752628434886498
23;23;13;1;486;13,184397163120567;11,909090909090908;16,166666666666668;13,753384912959381
13;123;3;23;492;14,342657342657343;14,419354838709678;12,5;13,754004060455673
23;3;123;123;485;15,308724832214764;10,153846153846153;15,8;13,754190328686974
12;3;13;123;487;10,81081081081081;16,565217391304348;13,88888888888889;13,754972363668017
3;1;123;12;485;10,778523489932885;15,32;15,166666666666666;13,755063385533184
12;123;1;3;486;7,02;13;21,25;13,756666666666666
23;13;13;12;486;7,878571428571429;14,482758620689655;18,90909090909091;13,756806986117331
1;2;13;123;497;7,489655172413793;13,115384615384615;20,666666666666668;13,757235484821692
13;23;13;2;488;12,366197183098592;11,774193548387096;17,142857142857142;13,761082624780945
123;123;2;1;485;10,72340425531915;10,935483870967742;19,625;13,76129604209563
23;13;2;12;485;13,128571428571428;11,727272727272727;16,428571428571427;13,761471861471861
123;13;1;12;486;7,764705882352941;17,37837837837838;16,142857142857142;13,761980467862822
13;3;12;2;485;14,052980132450331;11,833333333333334;15,4;13,762104488594554
12;23;1;123;485;8,127659574468085;12,875;20,285714285714285;13,762791286727456
13;2;123;123;487;10,404109589041095;9,44;21,444444444444443;13,76285134449518
12;1;23;23;492;21,98181818181818;8,307692307692308;11;13,763170163170164
1;123;23;13;491;6,6911764705882355;16,5;18,1;13,76372549019608
123;123;13;1;485;5,5608108108108105;11,233333333333333;24,5;13,764714714714714
23;13;3;12;487;14,518987341772151;16,066666666666666;10,714285714285714;13,766646574241511
13;123;123;3;485;9,073825503355705;14,892857142857142;17,333333333333332;13,766671993182058
13;123;13;123;486;6,420289855072464;16,516129032258064;18,363636363636363;13,76668508365563
123;123;3;23;485;15,23943661971831;12,5625;13,5;13,76731220657277
3;23;13;123;494;18,470967741935485;9,833333333333334;13;13,76810035842294
13;1;23;23;486;11,397163120567376;14,242424242424242;15,666666666666666;13,768751343219428
123;1;123;3;487;8,73793103448276;14,444444444444445;18,125;13,769125159642401
2;12;13;13;492;8,726666666666667;9,916666666666666;22,666666666666668;13,770000000000001
12;123;23;1;485;6,777777777777778;15,2;19,333333333333332;13,77037037037037
23;2;13;12;487;16,235294117647058;9,076923076923077;16;13,770739064856713
123;3;12;12;487;8,4421768707483;12,703703703703704;20,166666666666668;13,77084908037289
2;12;23;13;485;14,212903225806452;9,5;17,6;13,770967741935484
2;123;13;123;486;9,68;11,347826086956522;20,285714285714285;13,771180124223603
13;123;23;12;486;6,60377358490566;14;20,714285714285715;13,772686433063791
12;1;13;123;486;5,780821917808219;11,76;23,77777777777778;13,772866565195335
12;3;123;123;489;10,486486486486486;14,958333333333334;15,875;13,773273273273274
12;13;123;123;486;6,574324324324325;12,32;22,428571428571427;13,774298584298583
1;123;1;23;486;5,391891891891892;14,931034482758621;21;13,77430879155017
12;12;123;13;486;9,054794520547945;13,875;18,4;13,77659817351598
23;1;12;13;485;7,4635761589403975;14,12;19,75;13,7778587196468
123;12;2;123;491;8,098591549295774;11,962962962962964;21,272727272727273;13,778093928328671
23;13;123;2;487;16,751677852348994;10,333333333333334;14,25;13,778337061894108
123;1;23;23;487;11,924657534246576;12,038461538461538;17,375;13,779373024236037
13;23;1;23;492;10,758620689655173;13,413793103448276;17,166666666666668;13,77969348659004
123;12;123;3;486;10,228187919463087;14,28;16,833333333333332;13,780507084265473
13;23;2;12;485;12,217105263157896;10,125;19;13,780701754385966
2;13;123;123;486;7,973333333333334;14,875;18,5;13,782777777777776
23;1;123;13;488;6,007042253521127;14,88888888888889;20,454545454545453;13,783492198985158
123;1;123;2;486;6,664335664335664;13,833333333333334;20,857142857142858;13,784937284937286
123;13;3;12;488;8,033783783783784;13,571428571428571;19,75;13,785070785070786
13;3;23;12;487;13,76;14,846153846153847;12,75;13,785384615384615
123;13;2;12;488;8,2;13,823529411764707;19,333333333333332;13,78562091503268
2;23;13;123;486;16,687074829931973;10,8;13,875;13,78735827664399
2;13;12;13;485;9,353333333333333;13,571428571428571;18,444444444444443;13,789735449735451
123;3;13;123;491;8,425675675675675;15,545454545454545;17,4;13,790376740376738
123;13;13;12;486;7,02;11,227272727272727;23,125;13,790757575757576
23;13;12;2;486;14,172413793103448;10;17,2;13,790804597701149
1;23;123;13;485;6,47945205479452;13,347826086956522;21,545454545454547;13,790910895735195
12;123;3;1;486;9,891891891891891;15,482758620689655;16;13,791550170860516
1;23;2;13;486;15,16891891891892;9,958333333333334;16,25;13,792417417417418
2;3;13;12;487;15,337837837837839;12,043478260869565;14;13,793772032902467
12;23;13;23;486;11,738562091503267;9,476190476190476;20,166666666666668;13,793806411453469
23;2;123;12;487;18,635135135135137;8,875;13,875;13,795045045045045
1;123;123;3;487;9,387323943661972;21;11;13,795774647887322
123;123;12;23;487;6,388535031847134;15;20;13,796178343949045
123;12;12;23;485;6,421428571428572;11,21875;23,75;13,79672619047619
23;123;13;2;486;14,462068965517242;10,071428571428571;16,857142857142858;13,79688013136289
13;2;123;13;487;7,419580419580419;12,4;21,571428571428573;13,797002997002997
23;23;12;12;487;14,2012987012987;10,444444444444445;16,75;13,798581048581049
13;123;2;12;485;8,436241610738255;10,961538461538462;22;13,79926002409224
3;12;23;1;489;12;12;17,4;13,799999999999999
123;12;23;23;485;13,320261437908497;12,08;16;13,8000871459695
23;1;12;123;486;5,83453237410072;11,96774193548387;23,6;13,800758103194864
123;12;13;12;487;8,993197278911564;12,863636363636363;19,545454545454547;13,800762729334158
23;23;12;12;487;11,503597122302159;13,151515151515152;16,75;13,801704091272436
1;13;23;2;486;19,205298013245034;9,772727272727273;12,428571428571429;13,802198904847913
3;13;12;123;487;8,965753424657533;15,041666666666666;17,4;13,802473363774732
23;123;12;13;485;8,100719424460431;13,181818181818182;20,125;13,802512535426203
123;123;12;3;487;8,452702702702704;13,555555555555555;19,4;13,802752752752752
23;1;12;23;489;15,527027027027026;10,481481481481481;15,4;13,802836169502834
123;23;123;2;487;12,542857142857143;9,535714285714286;19,333333333333332;13,803968253968256
12;13;123;3;487;9,935897435897436;20,142857142857142;11,333333333333334;13,804029304029305
1;3;123;12;485;10,275862068965518;17,387096774193548;13,75;13,804319614386356
23;13;3;123;487;15,567567567567568;11,846153846153847;14;13,804573804573806
12;123;123;3;495;8,895833333333334;15,407407407407407;17,11111111111111;13,804783950617283
23;123;2;123;486;15,397260273972602;10,24;15,777777777777779;13,805012683916793
13;2;1;123;486;6,7379310344827585;11,107142857142858;23,571428571428573;13,805500821018063
12;123;13;123;485;6,328947368421052;14,421052631578947;20,666666666666668;13,805555555555557
123;12;13;123;493;7,717391304347826;15,7;18;13,805797101449274
13;123;13;2;486;7,818181818181818;14,6;19;13,806060606060607
12;1;23;23;490;13,860294117647058;12,114285714285714;15,444444444444445;13,806341425459072
12;13;123;1;499;6,680272108843537;15,241379310344827;19,5;13,807217139729454
23;12;12;23;488;13,67605633802817;10,03225806451613;17,714285714285715;13,807533372276671
13;123;12;2;485;6,458904109589041;14,695652173913043;20,272727272727273;13,809094518743118
12;3;123;12;485;9,409722222222221;16,142857142857142;15,875;13,809193121693122
2;123;23;13;487;14,129496402877697;10,441176470588236;16,857142857142858;13,809271910202929
123;123;12;2;486;6,617647058823529;13,81081081081081;21;13,809485956544782
12;123;1;123;485;6,192857142857143;11,666666666666666;23,571428571428573;13,810317460317458
13;23;23;12;487;12,45945945945946;11,307692307692308;17,666666666666668;13,81127281127281
123;2;13;12;487;8,266187050359711;11,586206896551724;21,583333333333332;13,81190909341492
12;23;123;23;492;15,54054054054054;9,23076923076923;16,666666666666668;13,812658812658812
2;13;1;123;485;7,205882352941177;14,457142857142857;19,77777777777778;13,813600995953939
123;2;123;23;487;12,607843137254902;9,944444444444445;18,88888888888889;13,813725490196077
1;23;13;12;487;7,409722222222222;15,03448275862069;19;13,814734993614303
2;12;3;123;493;10,664429530201343;13,28;17,5;13,814809843400447
23;23;1;12;492;13,686666666666667;10,043478260869565;17,714285714285715;13,814810213940648
123;23;2;1;486;13,27007299270073;12,175;16;13,815024330900243
1;123;123;23;487;5,929936305732484;11,266666666666667;24,25;13,815534324133049
123;2;12;23;485;14,587837837837839;11,862068965517242;15;13,816635601118358
23;1;23;12;485;11,286666666666667;11,833333333333334;18,333333333333332;13,817777777777778
123;123;2;1;503;6,136054421768708;11,32258064516129;24;13,81954502231
12;123;3;13;487;9,217105263157896;14,909090909090908;17,333333333333332;13,81984316852738
123;1;123;1;490;6,201342281879195;16,26086956521739;19;13,820737282365528
2;23;13;13;485;15,034246575342467;9;17,428571428571427;13,820939334637965
23;12;13;2;485;16,1875;9,777777777777779;15,5;13,82175925925926
123;23;23;12;488;13,875912408759124;10,789473684210526;16,8;13,821795364323217
123;23;123;123;487;8,973154362416107;13,692307692307692;18,8;13,821820684907934
2;13;123;12;485;8,773333333333333;11,695652173913043;21;13,822995169082125
12;13;123;13;486;6,628571428571429;13,34375;21,5;13,824107142857144
12;13;123;12;485;7;14,03225806451613;20,444444444444443;13,825567502986857
123;3;12;13;487;9,243421052631579;12,952380952380953;19,285714285714285;13,827172096908939
23;1;123;123;489;7,5;15,357142857142858;18,625;13,827380952380954
123;3;12;13;490;9,448979591836734;14,7;17,333333333333332;13,827437641723355
123;12;13;13;487;6,195945945945946;13,620689655172415;21,666666666666668;13,82776742259501
13;12;123;1;487;6,4;15,307692307692308;19,77777777777778;13,828490028490029
2;1;123;23;487;12,926174496644295;8,416666666666666;20,142857142857142;13,828566102056035
3;123;12;123;489;10,669117647058824;17,61764705882353;13,2;13,82892156862745
23;13;2;12;487;10,198675496688741;13,666666666666666;17,625;13,830114054451803
123;12;123;12;485;5,579617834394904;13,411764705882353;22,5;13,830460846759086
13;2;123;13;496;9,517985611510792;11,285714285714286;20,692307692307693;13,832002529844258
12;23;23;12;485;10,63448275862069;13,862068965517242;17;13,832183908045977
3;12;123;1;485;9,17361111111111;13,923076923076923;18,4;13,832229344729344
123;123;13;1;487;5,993288590604027;13,130434782608695;22,375;13,832907791070909
123;12;23;123;485;8,179310344827586;15,75;17,571428571428573;13,83357963875205
23;1;123;23;486;13,413793103448276;11,962962962962964;16,125;13,833918688803747
123;23;123;2;502;13,778571428571428;11,838709677419354;15,88888888888889;13,835389998293223
123;1;23;23;487;13,482758620689655;14,774193548387096;13,25;13,835650723025585
12;23;3;123;486;12,712328767123287;13,24;15,555555555555555;13,835961440892946
123;13;23;123;489;6,489510489510489;12,733333333333333;22,285714285714285;13,836186036186035
23;12;123;12;486;8,188811188811188;14,222222222222221;19,1;13,837011137011137
12;12;3;23;487;14,364238410596027;13,4;13,75;13,838079470198677
123;1;13;2;485;7,806666666666667;13,708333333333334;20;13,838333333333333
1;23;123;23;487;12,971830985915492;11,3;17,25;13,840610328638498
12;123;123;12;486;6,761904761904762;10,76;24;13,84063492063492
2;13;12;13;486;7,444444444444445;10,75;23,333333333333332;13,84259259259259
13;12;23;13;485;7,7;11,26086956521739;22,571428571428573;13,844099378881987
123;13;123;13;487;7,5144927536231885;15,838709677419354;18,181818181818183;13,845006870953576
23;1;123;13;485;6,4113924050632916;15,625;19,5;13,845464135021098
1;12;123;23;487;5,607142857142857;13,264705882352942;22,666666666666668;13,846171802054156
23;123;1;12;486;7,082191780821918;10,958333333333334;23,5;13,846841704718416
123;12;13;13;492;7,673913043478261;11,7;22,166666666666668;13,846859903381642
2;12;3;123;486;17,92948717948718;10,470588235294118;13,142857142857142;13,84764418587948
13;123;3;12;487;10,878378378378379;17,24;13,428571428571429;13,848983268983268
12;12;123;13;487;7,950354609929078;12,096774193548388;21,5;13,849042934492488
123;23;12;1;488;8,392857142857142;14,53125;18,625;13,84970238095238
12;1;3;123;486;8,395973154362416;15,153846153846153;18;13,849939769402857
123;123;23;13;490;6,435714285714286;12,783783783783784;22,333333333333332;13,850943800943801
13;23;23;12;487;14,026490066225165;10,695652173913043;16,833333333333332;13,85182519115718
12;123;13;12;486;6,945578231292517;10,777777777777779;23,833333333333332;13,85222978080121
23;123;23;13;486;14,393333333333333;9,333333333333334;17,833333333333332;13,853333333333333
12;23;1;13;486;7,062937062937063;14,933333333333334;19,571428571428573;13,855899655899657
13;13;23;123;485;5,855172413793103;17,714285714285715;18;13,856486042692941
23;13;23;13;486;12,875;12,551724137931034;16,142857142857142;13,856527093596057
123;3;23;123;486;13,402777777777779;13,44;14,727272727272727;13,8566835016835
123;123;123;12;486;8,648275862068965;13,758620689655173;19,166666666666668;13,857854406130267
123;23;2;1;486;14,105263157894736;10,636363636363637;16,833333333333332;13,85832004253057
3;12;123;2;488;16,686666666666667;13,555555555555555;11,333333333333334;13,85851851851852
23;2;123;12;486;15,2317880794702;10,346153846153847;16;13,859313975208016
123;3;123;2;485;15,463087248322148;12,620689655172415;13,5;13,861258967831523
1;12;23;123;485;8,340277777777779;14,88;18,363636363636363;13,861304713804714
1;123;3;12;487;8,14;13,85;19,6;13,863333333333335
13;123;1;2;495;7,453237410071942;15,142857142857142;19;13,865364850976363
23;2;123;13;486;15,68;10,25;15,666666666666666;13,865555555555554
13;23;1;123;493;6,0344827586206895;16,896551724137932;18,666666666666668;13,865900383141764
23;12;23;123;485;14,095238095238095;11,758620689655173;15,75;13,867952928297756
13;3;23;12;494;14,375886524822695;12,321428571428571;14,909090909090908;13,868802001780724
2;13;23;123;486;11,543624161073826;11,208333333333334;18,857142857142858;13,869700117183337
123;3;12;123;485;10,25;14,931034482758621;16,428571428571427;13,869868637110017
23;12;13;12;487;6,73469387755102;9,678571428571429;25,2;13,871088435374148
123;123;23;1;486;6,673202614379085;12,31578947368421;22,625;13,871330696021099
12;123;12;123;489;7,067114093959732;11,214285714285714;23,333333333333332;13,871577713859594
123;13;23;1;485;6,963503649635037;15,151515151515152;19,5;13,871672933716729
23;23;123;123;486;13,529411764705882;9,588235294117647;18,5;13,872549019607844
1;23;1;123;496;5,832214765100671;16,12;19,666666666666668;13,872960477255779
12;123;2;123;485;7,198675496688741;9,423076923076923;25;13,87391747325522
1;2;23;123;485;14,401360544217686;10,555555555555555;16,666666666666668;13,874527588813303
2;123;1;23;485;16,0974025974026;8,526315789473685;17;13,874572795625427
12;3;1;23;486;11,350993377483444;12,473684210526315;17,8;13,874892529336586
13;3;123;123;486;8,82;16,307692307692307;16,5;13,875897435897436
123;123;12;123;485;7,35251798561151;12,67741935483871;21,6;13,876645780150076
23;12;123;23;487;12,88;12;16,75;13,876666666666667
123;12;13;23;486;7,506944444444445;14,413793103448276;19,714285714285715;13,878341087392812
13;23;2;1;496;12,598639455782314;10,037037037037036;19;13,878558830939783
23;23;123;12;485;17,243243243243242;9,592592592592593;14,8;13,878611945278612
13;2;3;123;488;12,308724832214764;13,772727272727273;15,555555555555555;13,879002553499198
23;3;12;1;487;15,73972602739726;11,071428571428571;14,833333333333334;13,881495977386388
12;13;23;13;487;7,460992907801418;16,06451612903226;18,125;13,883503012277894
23;13;123;13;502;7,89261744966443;12,85;20,90909090909091;13,883902786251781
23;13;13;2;489;10,568493150684931;16,75;14,333333333333334;13,883942161339421
1;13;12;23;486;5,9855072463768115;16,833333333333332;18,833333333333332;13,884057971014492
123;123;23;13;486;7,668918918918919;14,65;19,333333333333332;13,884084084084085
12;1;123;13;485;5,72108843537415;13,56;22,375;13,885362811791383
23;2;123;123;492;11,170212765957446;13,612903225806452;16,875;13,8860386639213
23;12;12;23;485;13,993055555555555;12,833333333333334;14,833333333333334;13,886574074074074
123;13;23;1;488;6,857142857142857;18,470588235294116;16,333333333333332;13,887021475256768
1;13;23;23;486;12,52482269503546;12,303030303030303;16,833333333333332;13,887062110466365
13;23;23;123;486;14,15;11,428571428571429;16,083333333333332;13,887301587301588
123;23;13;1;486;5,921568627450981;14,941176470588236;20,8;13,887581699346406
2;23;123;1;486;12,904761904761905;11,473684210526315;17,285714285714285;13,888053467000836
123;23;2;123;485;14,571428571428571;9,095238095238095;18;13,888888888888888
123;13;123;3;486;11,635135135135135;17,533333333333335;12,5;13,88948948948949
12;23;3;13;486;13,738853503184714;12,764705882352942;15,166666666666666;13,890075350734774
123;1;13;123;485;6,0608108108108105;13,428571428571429;22,181818181818183;13,890400140400141
1;12;13;123;504;6,6453900709219855;13,903225806451612;21,125;13,891205292457867
123;1;123;3;485;10,503401360544217;17,571428571428573;13,6;13,891609977324263
23;3;1;123;485;14,65986394557823;11,851851851851851;15,166666666666666;13,892794154698917
123;3;12;2;485;14,53191489361702;14,352941176470589;12,8;13,894952023362535
2;123;123;13;485;9,522058823529411;10,5;21,666666666666668;13,896241830065359
13;23;13;12;486;7,0144927536231885;18,375;16,3;13,896497584541061
2;123;12;13;500;7,888111888111888;12,806451612903226;21;13,898187833671704
123;123;123;12;487;6,695945945945946;11;24;13,898648648648647
123;13;1;123;485;7,170068027210885;12,384615384615385;22,142857142857142;13,89918018489447
123;1;123;13;487;5,993243243243243;15,538461538461538;20,166666666666668;13,899457149457149
23;23;1;13;486;12,855263157894736;12,043478260869565;16,8;13,899580472921434
123;13;23;12;486;6,8108108108108105;14;20,88888888888889;13,8998998998999
123;23;2;12;485;9,2;11,5;21;13,9
3;123;123;123;486;11,013245033112582;13,521739130434783;17,166666666666668;13,900550276738011
12;123;3;12;485;9,86896551724138;15,033333333333333;16,8;13,900766283524904
123;123;12;12;486;7,226666666666667;12,727272727272727;21,75;13,901313131313131
13;2;2;123;487;12,833333333333334;9,875;19;13,902777777777779
123;13;12;1;496;6,078014184397163;13,0625;22,571428571428573;13,903980918608577
123;13;23;123;496;6,347517730496454;13,864864864864865;21,5;13,904127531787106
12;23;123;13;490;7,940397350993377;9,772727272727273;24;13,90437487457355
23;123;23;123;485;15,52482269503546;8,696969696969697;17,5;13,907264130668386
3;123;123;1;486;10,735714285714286;16,323529411764707;14,666666666666666;13,908636788048552
123;12;3;1;493;8,344594594594595;15,05;18,333333333333332;13,909309309309307
12;13;12;123;486;8,859154929577464;11,758620689655173;21,11111111111111;13,909628910114582
13;2;1;123;485;7,22972972972973;11,75;22,75;13,909909909909908
13;12;23;1;487;5,236486486486487;12;24,5;13,912162162162161
13;123;123;12;486;7,892857142857143;15,513513513513514;18,333333333333332;13,913234663234663
123;3;12;123;486;10,1;16,44;15,2;13,913333333333332
123;12;123;12;486;6,041666666666667;11,366666666666667;24,333333333333332;13,91388888888889
12;123;3;23;487;12,929577464788732;12,3125;16,5;13,914025821596246
123;123;1;23;487;5,76551724137931;14,25;21,727272727272727;13,914263322884011
