actionAcceptedList0;actionAcceptedList1;actionAcceptedList2;actionAcceptedList3;[step];averageWaitingAction1;averageWaitingAction2;averageWaitingAction3;totalwaitingtime
13;2;12;3;485;14,404109589041095;14,958333333333334;26,8;18,72081430745814
23;123;3;13;490;17,55639097744361;19,325;19,285714285714285;18,722368421052632
1;12;23;3;485;14,435064935064934;20,9;20,833333333333332;18,722799422799422
123;13;2;2;488;17,306122448979593;12,576923076923077;26,285714285714285;18,72291993720565
123;123;1;23;485;8,41095890410959;16,77777777777778;31;18,729578893962458
12;3;12;23;485;15,992857142857142;16,1;24,1;18,73095238095238
1;12;23;3;485;16,447552447552447;23,857142857142858;15,88888888888889;18,73119473119473
23;13;123;12;485;10,992700729927007;21,84375;23,363636363636363;18,733362364521124
2;13;123;23;487;15,062937062937063;12,566666666666666;28,571428571428573;18,733677433677432
2;1;23;13;487;17,28368794326241;11,323529411764707;27,6;18,735739118342373
2;13;123;123;485;10,589928057553957;13,166666666666666;32,45454545454545;18,737046726255357
12;13;2;3;486;15,129251700680273;25,925925925925927;15,166666666666666;18,74061476442429
23;13;1;123;485;9,041958041958042;18,516129032258064;28,666666666666668;18,74158458029426
2;123;3;123;486;15,323741007194245;13,068965517241379;27,833333333333332;18,742013285922983
2;123;3;1;499;13,305555555555555;14,136363636363637;28,785714285714285;18,742544492544493
23;123;12;2;487;13,48936170212766;16,966666666666665;25,77777777777778;18,74460204885737
23;123;12;23;485;14,46376811594203;12,944444444444445;28,833333333333332;18,74718196457327
3;2;13;123;486;20,654929577464788;13,03448275862069;22,555555555555557;18,748322630547012
3;123;23;1;486;16,20567375886525;17,678571428571427;22,363636363636363;18,749293850357677
2;13;1;23;486;15,547297297297296;9,703703703703704;31;18,750333667000334
123;13;123;3;486;11,841726618705035;20,1875;24,22222222222222;18,750482946975755
12;3;23;13;487;15,398601398601398;15,35483870967742;25,5;18,751146702759605
123;1;12;3;486;9,557971014492754;17,384615384615383;29,3125;18,75169546636938
12;23;3;12;502;16,09285714285714;19,62962962962963;20,53846153846154;18,753649436982773
2;123;12;3;501;21,222972972972972;12,038461538461538;23;18,7538115038115
12;23;12;3;485;15,108108108108109;14,428571428571429;26,727272727272727;18,754650754650754
12;13;23;3;487;14,355072463768115;17;24,90909090909091;18,754721124286345
23;123;123;2;487;20,302816901408452;15,333333333333334;20,636363636363637;18,757504623701806
13;23;1;2;487;15,424657534246576;17,615384615384617;23,25;18,763347383210398
12;123;3;12;488;10,122302158273381;14,545454545454545;31,625;18,764252234575974
3;12;1;123;488;10,733812949640289;17,06451612903226;28,5;18,76610969289085
123;3;2;123;487;18,061643835616437;13,666666666666666;24,571428571428573;18,766579691237226
23;12;12;3;488;19,744827586206895;17,896551724137932;18,666666666666668;18,769348659003835
123;23;12;12;486;10,140845070422536;18,346153846153847;27,833333333333332;18,773444083303236
23;123;12;3;485;18,18918918918919;15,8;22,333333333333332;18,774174174174174
13;23;12;3;486;13,882352941176471;19,31578947368421;23,125;18,774380804953562
23;12;1;23;486;12,272058823529411;16,764705882352942;27,3;18,778921568627453
12;23;12;3;485;16,60927152317881;15,48;24,25;18,779757174392937
13;123;3;2;485;18,955882352941178;21,08823529411765;16,3;18,781372549019608
12;3;123;1;486;12,4421768707483;17,655172413793103;26,25;18,7824497615138
23;123;2;13;492;15,083916083916083;16,655172413793103;24,625;18,788029499236398
23;12;123;2;485;17,5;17,375;21,5;18,791666666666668
1;12;23;3;487;14,99290780141844;15,8125;25,571428571428573;18,792278790949002
12;2;123;23;486;11,741721854304636;12,636363636363637;32;18,79269516355609
2;3;13;123;487;20,816326530612244;11,565217391304348;24;18,793847973972195
3;123;2;123;489;17,700680272108844;17,136363636363637;21,545454545454547;18,79416615130901
23;123;123;2;486;21,93661971830986;11,814814814814815;22,636363636363637;18,795932723162768
123;1;23;3;495;14,753521126760564;19,46875;22,166666666666668;18,796312597809077
2;3;12;13;485;20,474452554744527;11,36111111111111;24,571428571428573;18,802330745761406
12;12;3;23;485;21,034246575342465;19,04;16,333333333333332;18,802526636225267
23;13;2;123;485;14,814569536423841;12,6;29;18,80485651214128
3;12;123;123;487;15,352517985611511;19,967741935483872;21,1;18,806753307031794
3;23;1;123;487;15,78014184397163;22,516129032258064;18,125;18,807090292076566
3;123;12;23;487;18,44736842105263;17,85;20,125;18,807456140350876
3;123;13;2;488;11,886363636363637;16,6;27,944444444444443;18,81026936026936
2;13;23;1;486;12,652482269503546;14,964285714285714;28,818181818181817;18,811649933990356
13;2;23;1;486;13,620689655172415;11,482758620689655;31,333333333333332;18,81226053639847
3;2;13;123;487;16,417910447761194;18,941176470588236;21,083333333333332;18,814140083894255
13;12;3;2;486;13,153846153846153;13,88;29,416666666666668;18,81683760683761
3;12;1;23;485;13,055172413793104;15,636363636363637;27,76923076923077;18,820255606462506
2;1;23;13;485;13,620689655172415;14,318181818181818;28,53846153846154;18,82577767060526
123;23;12;2;487;20,337748344370862;10,842105263157896;25,3;18,82661786917625
23;12;12;3;491;16,223021582733814;17,8125;22,444444444444443;18,82665534239275
13;123;2;3;485;15,729166666666666;15,35483870967742;25,4;18,828001792114694
3;13;2;123;487;19,236486486486488;21,875;15,375;18,82882882882883
2;13;23;12;487;19,66891891891892;12,458333333333334;24,375;18,834084084084086
2;13;12;3;490;19,690140845070424;18,2;18,625;18,83838028169014
123;3;12;2;487;19,225563909774436;20,63157894736842;16,666666666666668;18,841269841269845
12;23;23;1;496;12,094594594594595;13,62962962962963;30,8;18,84140807474141
12;12;3;23;486;17,367346938775512;21,357142857142858;17,8;18,841496598639456
12;23;2;13;489;10,027586206896551;11,5;35;18,842528735632182
123;13;2;3;486;15,345070422535212;23,566666666666666;17,625;18,84557902973396
12;1;13;23;488;9,00709219858156;18,53125;29;18,846114066193852
123;1;12;13;487;8,83941605839416;21,303030303030305;26,4;18,847482120474822
12;23;12;3;492;18,71034482758621;15,233333333333333;22,6;18,847892720306515
13;123;2;23;493;18,17687074829932;12,653846153846153;25,714285714285715;18,848334205477062
3;12;12;23;489;18,181818181818183;23,620689655172413;14,75;18,850835945663533
12;23;1;23;487;9,695652173913043;18,11764705882353;28,75;18,854433077578857
23;123;3;13;491;15,854014598540147;21,823529411764707;18,88888888888889;18,85547763306458
2;13;123;1;487;10,308724832214764;16,25925925925926;30;18,855994697158007
23;12;23;13;486;16,54421768707483;12,130434782608695;27,9;18,85821748989451
3;23;123;12;487;20;16,866666666666667;19,714285714285715;18,86031746031746
23;2;123;1;486;15,312925170068027;10,869565217391305;30,4;18,86083012915311
2;13;123;2;496;22,551724137931036;10,035714285714286;24;18,86247947454844
123;123;23;2;485;13,043165467625899;18,321428571428573;25,23076923076923;18,865121089941237
2;123;2;123;486;21,81081081081081;10,541666666666666;24,25;18,86749249249249
13;2;3;12;496;17,503401360544217;18,48;20,625;18,869467120181408
123;13;23;2;485;14,915584415584416;14,095238095238095;27,6;18,870274170274172
123;3;123;23;485;14,156462585034014;27,464285714285715;15;18,87358276643991
12;1;3;23;487;17,602649006622517;19,8;19,22222222222222;18,87495707628158
123;123;2;123;493;13,574468085106384;11,428571428571429;31,636363636363637;18,879801050013814
2;13;1;23;485;14,071428571428571;9,818181818181818;32,75;18,87987012987013
3;123;1;2;487;18;16,428571428571427;22,214285714285715;18,880952380952383
2;23;1;123;487;18,066176470588236;12,75;25,833333333333332;18,883169934640524
13;1;2;23;485;13,565217391304348;18,085714285714285;25;18,883643892339546
12;23;123;23;496;10,729166666666666;18,1;27,833333333333332;18,8875
3;123;123;2;485;16,746666666666666;17,142857142857142;22,77777777777778;18,889100529100528
13;23;12;3;485;13,769736842105264;22,9;20;18,889912280701754
12;3;23;12;485;15,065359477124183;14,75;26,857142857142858;18,890834111422347
13;123;23;2;495;15,127659574468085;12,8;28,75;18,892553191489363
23;1;13;2;486;14,338129496402878;14,342857142857143;28;18,893662213086674
3;13;12;23;486;14,662068965517241;21,12;20,9;18,894022988505746
2;23;12;123;486;13,882758620689655;12;30,8;18,894252873563218
12;3;23;12;488;13,342465753424657;19,25;24,1;18,897488584474885
23;3;123;13;487;19,117241379310343;19,666666666666668;17,90909090909091;18,897666318355974
12;3;13;123;487;14,167832167832168;22,36;20,166666666666668;18,898166278166276
3;2;123;1;487;23,527027027027028;16,37037037037037;16,8;18,89913246579913
1;13;23;23;485;13,490066225165563;16,96;26,25;18,900022075055187
3;13;123;12;490;8,594771241830065;16,952380952380953;31,166666666666668;18,904606286959226
23;12;3;12;495;18,255172413793105;16,96551724137931;21,5;18,906896551724138
1;1;23;23;486;14,083916083916083;18,517241379310345;24,125;18,90871915440881
23;23;12;123;487;17,105263157894736;11,5;28,125;18,910087719298247
13;2;123;1;485;10,174193548387096;17,894736842105264;28,666666666666668;18,911865685719675
3;123;123;23;485;16,048275862068966;21,689655172413794;19;18,91264367816092
123;23;1;23;493;11,758169934640524;15,48;29,5;18,91272331154684
13;2;12;23;495;17,614864864864863;12,347826086956522;26,77777777777778;18,913489576533056
1;123;12;13;485;6,198581560283688;19,344827586206897;31,2;18,91446971549686
123;2;123;3;485;19,686666666666667;16,181818181818183;20,875;18,91449494949495
2;123;12;3;485;17,633802816901408;19;20,11111111111111;18,914971309337506
123;13;2;2;486;16,13986013986014;11,9;28,714285714285715;18,91804861804862
23;2;13;13;487;15,868055555555555;10,95;29,9375;18,918518518518518
12;2;13;23;494;13,216783216783217;9,96;33,583333333333336;18,92003885003885
1;3;123;123;486;12,72108843537415;22,5;21,545454545454547;18,922180993609565
123;3;2;13;487;16,51388888888889;19,48148148148148;20,77777777777778;18,924382716049383
13;13;23;2;489;14,946666666666667;14,576923076923077;27,25;18,924529914529916
2;123;2;13;486;17,99310344827586;8,357142857142858;30,428571428571427;18,926272577996716
123;2;3;12;486;11,98581560283688;14,44;30,357142857142858;18,927652819993245
123;2;12;23;485;14,76923076923077;12,357142857142858;29,666666666666668;18,93101343101343
13;3;23;12;486;16,843537414965986;16,75;23,2;18,931179138321994
123;12;3;2;488;16,686666666666667;13,11111111111111;27;18,932592592592595
1;123;12;3;487;9,565517241379311;22,11111111111111;25,125;18,93387611749681
1;23;2;123;487;15,887417218543046;14,666666666666666;26,25;18,93469462840324
23;123;1;2;486;13,446666666666667;17,476190476190474;25,88888888888889;18,937248677248675
13;13;23;2;489;18,16778523489933;17,32;21,333333333333332;18,940372856077555
3;23;123;1;485;19,67361111111111;20,48148148148148;16,666666666666668;18,94058641975309
3;123;23;12;495;19;18;19,833333333333332;18,944444444444443
13;12;123;3;485;10,591836734693878;25,384615384615383;20,857142857142858;18,944531658817372
2;12;13;23;490;14,840579710144928;11,428571428571429;30,571428571428573;18,946859903381643
23;13;12;3;487;16,58041958041958;22,821428571428573;17,444444444444443;18,9487641987642
3;12;1;23;487;12,738562091503267;21,125;23;18,954520697167755
3;12;23;12;504;22,04225352112676;16,15625;18,666666666666668;18,955056729264474
12;13;23;12;485;6,892857142857143;11,64516129032258;38,333333333333336;18,957117255504354
1;12;3;123;486;13,808510638297872;26,5;16,571428571428573;18,95997973657548
13;3;23;123;485;11,408450704225352;23,586206896551722;21,88888888888889;18,961182163221988
13;3;123;2;493;17,301369863013697;13,793103448275861;25,8;18,96482443709652
13;12;23;1;485;8,564625850340136;17,333333333333332;31;18,96598639455782
12;3;13;23;494;14,623287671232877;24,285714285714285;18;18,96966731898239
12;1;13;123;486;6,7687074829931975;21;29,142857142857142;18,970521541950113
13;12;12;23;487;8,07843137254902;19,666666666666668;29,166666666666668;18,97058823529412
2;123;13;3;486;18,91216216216216;18,625;19,375;18,97072072072072
123;13;2;2;485;13,957446808510639;9,970588235294118;33;18,97601168126825
23;3;123;13;506;17,78523489932886;19,291666666666668;19,857142857142858;18,978014807712796
3;23;1;12;486;17,78472222222222;17,653846153846153;21,5;18,97952279202279
12;13;23;1;487;8,636363636363637;15,407407407407407;32,9;18,981257014590348
2;2;123;13;487;20,04054054054054;10,076923076923077;26,833333333333332;18,983598983598984
3;123;2;13;487;17,04794520547945;20,36;19,555555555555557;18,987833587011668
12;13;2;23;486;14,945578231292517;11,703703703703704;30,333333333333332;18,994205089443184
1;23;123;12;485;9,27659574468085;19,296296296296298;28,416666666666668;18,996519569214605
13;2;123;3;498;10,465753424657533;21,625;24,9;18,996917808219177
12;13;3;23;486;13,631205673758865;14,033333333333333;29,333333333333332;18,999290780141845
23;123;123;2;488;14,123287671232877;20,875;22;18,99942922374429
3;13;12;123;491;12,868055555555555;21,130434782608695;23;18,999496779388085
1;23;23;12;486;10,892086330935252;18,78125;27,333333333333332;19,002223221422863
123;3;12;123;486;13,75177304964539;15,366666666666667;27,88888888888889;19,002442868400315
3;23;13;123;486;17,140939597315437;20,076923076923077;19,8;19,005954224746173
13;23;12;12;488;6,324503311258278;14,894736842105264;35,8;19,006413384454515
12;123;23;3;491;21,103448275862068;14,666666666666666;21,25;19,006704980842912
2;1;23;13;487;19,173333333333332;13,75;24,1;19,00777777777778
23;123;1;13;486;7,985401459854015;19,705882352941178;29,333333333333332;19,008205715376175
23;12;13;23;487;15,659090909090908;17,6;23,76923076923077;19,00944055944056
23;13;12;3;486;18,053691275167786;12,576923076923077;26,4;19,01020478403029
12;13;23;12;493;7,105960264900662;15,5;34,42857142857143;19,011510564490695
23;123;13;2;486;23,153846153846153;14,166666666666666;19,714285714285715;19,01159951159951
23;13;1;12;487;9,04861111111111;20,08;27,90909090909091;19,01256734006734
13;12;23;3;485;15;16,181818181818183;25,857142857142858;19,012987012987015
12;23;13;3;487;15,539007092198581;21,5;20;19,013002364066192
1;12;3;23;487;13,930555555555555;17,666666666666668;25,444444444444443;19,01388888888889
123;1;13;12;487;7,852112676056338;17,413793103448278;31,77777777777778;19,014561185760797
1;123;13;2;486;8,50326797385621;17,11111111111111;31,444444444444443;19,019607843137255
123;23;3;123;487;15,161971830985916;23,23076923076923;18,666666666666668;19,019802576140606
123;23;2;123;485;15,490066225165563;15,863636363636363;25,714285714285715;19,02266276769588
1;23;2;13;485;14,987012987012987;13,75;28,333333333333332;19,023448773448774
23;13;1;12;496;9,908496732026144;17,363636363636363;29,8;19,024044365220835
2;2;123;123;487;18,383561643835616;10,407407407407407;28,285714285714285;19,025561112319103
12;13;2;23;487;14,401459854014599;13,6875;29;19,029653284671532
12;23;23;1;486;9,98611111111111;14,96551724137931;32,142857142857146;19,031495165115857
3;13;123;2;486;17,041958041958043;19,72;20,333333333333332;19,03176379176379
123;23;2;123;486;13,391891891891891;8,26086956521739;35,44444444444444;19,032401967184573
23;2;1;13;490;19,55263157894737;12,347826086956522;25,2;19,03348588863463
13;2;123;12;486;10,232394366197184;17,272727272727273;29,6;19,035040546308153
13;12;2;3;486;17,014492753623188;19,342105263157894;20,75;19,03553267226036
23;13;123;3;487;13,652482269503546;18,580645161290324;24,875;19,03604247693129
12;3;13;12;486;13,386206896551725;23,47826086956522;20,25;19,03815592203898
2;3;123;12;487;19,818181818181817;22,551724137931036;14,75;19,03996865203762
13;12;23;3;487;17,91275167785235;23,962962962962962;15,25;19,04190488027177
3;23;12;123;487;17,52054794520548;17,607142857142858;22;19,04256360078278
3;23;12;13;492;17,158273381294965;14,875;25,11111111111111;19,04812816413536
2;13;23;123;495;22,415584415584416;11,176470588235293;23,555555555555557;19,049203519791757
3;123;12;1;487;14,613793103448275;22,535714285714285;20;19,04983579638752
3;12;23;123;487;20,15972222222222;23,5;13,5;19,05324074074074
23;12;123;3;485;18,356589147286822;20,261904761904763;18,555555555555557;19,05801648824905
23;2;123;1;486;17,585987261146496;14,588235294117647;25;19,05807418508805
2;23;1;123;486;17,191176470588236;12,588235294117647;27,4;19,059803921568626
23;123;1;3;487;17,6056338028169;16,666666666666668;22,90909090909091;19,060463792858158
23;13;12;3;486;18,918367346938776;18,565217391304348;19,7;19,06119491274771
2;1;123;23;496;21,68027210884354;11,076923076923077;24,428571428571427;19,06192220477935
23;12;13;2;493;16,217687074829932;11,208333333333334;29,77777777777778;19,067932728647015
2;3;123;123;493;15,330827067669173;21,97222222222222;19,90909090909091;19,070713399660765
12;13;3;2;493;16,03472222222222;24,74074074074074;16,444444444444443;19,0733024691358
23;13;3;123;485;19,026315789473685;19,7;18,5;19,075438596491228
123;23;13;23;487;12,118055555555555;19,88888888888889;25,22222222222222;19,07638888888889
13;3;2;12;491;15,73972602739726;21,896551724137932;19,6;19,07875925051173
3;123;13;23;487;15,673913043478262;25;16,571428571428573;19,08178053830228
3;123;1;23;490;13,205882352941176;22,805555555555557;21,25;19,08714596949891
2;23;13;13;485;14,453237410071942;16,03125;26,77777777777778;19,08742172928324
123;2;3;1;487;17,875;18,142857142857142;21,25;19,08928571428571
3;2;1;123;487;18,99337748344371;15,875;22,4;19,089459161147904
123;2;3;13;487;16,843537414965986;21,576923076923077;18,857142857142858;19,092534449677306
12;23;3;13;486;16,868965517241378;15,666666666666666;24,75;19,09521072796935
3;123;13;2;490;17,410958904109588;21,583333333333332;18,3;19,09809741248097
3;12;123;23;488;14,574626865671641;21,153846153846153;21,571428571428573;19,09996719698212
23;13;123;2;487;20,43046357615894;12,043478260869565;24,833333333333332;19,10242505678728
1;13;23;23;486;14,210884353741497;18,36;24,75;19,106961451247166
123;1;123;23;486;6,957746478873239;16,678571428571427;33,7;19,11210596914822
12;23;1;3;485;14,255172413793103;23,083333333333332;20;19,112835249042146
2;13;23;1;487;13,784172661870503;18,555555555555557;25;19,11324273914202
13;12;123;1;486;7,24113475177305;18,766666666666666;31,333333333333332;19,11371158392435
23;3;123;13;486;17,90909090909091;15,037037037037036;24,4;19,115375982042647
123;2;2;13;487;21,625;11,1;24,625;19,116666666666667
12;2;23;123;487;11,273972602739725;14,08;32;19,11799086757991
2;23;123;123;486;15,624113475177305;13,612903225806452;28,125;19,120672233661253
123;3;23;13;487;20,882758620689657;17,68;18,8;19,120919540229888
123;2;3;12;485;16,724137931034484;19,5;21,142857142857142;19,12233169129721
13;12;23;2;485;16,463087248322147;11,115384615384615;29,8;19,126157287902256
2;13;1;23;485;16,84;12,428571428571429;28,11111111111111;19,126560846560846
1;23;23;12;486;16,52482269503546;14,3;26,555555555555557;19,12679275019701
13;2;23;123;485;23,31972789115646;10,44;23,625;19,128242630385486
2;13;123;1;486;12,228187919463087;10,578947368421053;34,583333333333336;19,130156207072492
23;2;13;12;486;13,751824817518248;13,81081081081081;29,833333333333332;19,131989653887462
3;123;12;23;486;20,166666666666668;19,517241379310345;17,714285714285715;19,13273125342091
23;23;12;13;491;14,795620437956204;13,96875;28,636363636363637;19,133578024773282
123;3;13;23;485;17,555555555555557;16,347826086956523;23,5;19,134460547504027
12;13;2;123;485;8,106666666666667;13,1;36,2;19,135555555555555
1;1;123;123;488;5,1838235294117645;27,823529411764707;24,4;19,13578431372549
123;1;1;123;487;5,609022556390977;15,805555555555555;36;19,138192703982178
123;12;3;12;485;16,423357664233578;20,71875;20,272727272727273;19,138278312320285
13;2;123;23;486;17,301470588235293;13,117647058823529;27;19,139705882352942
123;2;3;123;486;16,917241379310344;14,958333333333334;25,545454545454547;19,14034308603274
3;12;2;123;485;17,697183098591548;25,161290322580644;14,571428571428571;19,143300664200254
1;123;2;23;488;18,47222222222222;11,714285714285714;27,25;19,145502645502646
23;13;23;12;487;18,503496503496503;19,576923076923077;19,363636363636363;19,14801864801865
12;2;3;13;485;15,236486486486486;25,083333333333332;17,125;19,148273273273272
1;123;123;3;486;10,144827586206896;28,192307692307693;19,11111111111111;19,149415463208566
123;23;13;2;488;19,294520547945204;16,095238095238095;22,076923076923077;19,155560573368792
1;13;123;23;486;8,518248175182482;24,821428571428573;24,133333333333333;19,15767002664813
123;13;23;2;494;15,577464788732394;12,696969696969697;29,2;19,158144828567362
2;3;123;13;485;19,095238095238095;19,88;18,5;19,1584126984127
12;13;12;123;486;8,310344827586206;16,88;32,3;19,163448275862066
13;12;12;3;486;8,8;18,476190476190474;30,22222222222222;19,166137566137564
13;2;12;23;486;13,931972789115646;11,2;32,375;19,168990929705213
123;123;2;12;496;12,074324324324325;10,85;34,583333333333336;19,16921921921922
3;13;123;2;494;23,974358974358974;17,866666666666667;15,666666666666666;19,16923076923077
123;12;3;2;485;17,64864864864865;13,375;26,5;19,17454954954955
3;23;1;12;486;18,814814814814813;17,055555555555557;21,666666666666668;19,179012345679013
2;123;3;123;487;17,333333333333332;13,375;26,833333333333332;19,180555555555554
12;13;13;12;486;10,083333333333334;22,46153846153846;25;19,181623931623932
123;2;2;123;491;22,602836879432623;10,787878787878787;24,166666666666668;19,18579411132603
13;3;23;12;486;12,098484848484848;23,225806451612904;22,235294117647058;19,186528472581603
123;2;1;13;485;12,377622377622378;17,964285714285715;27,22222222222222;19,18804343804344
1;3;23;12;493;17,863013698630137;18,310344827586206;21,4;19,191119508738783
12;12;23;23;487;17,04054054054054;14,285714285714286;26,25;19,192084942084943
13;13;23;2;496;13,284722222222221;18,966666666666665;25,333333333333332;19,194907407407403
123;1;3;23;487;13,726618705035971;20,242424242424242;23,625;19,19801431582007
23;1;12;3;487;20,789115646258505;15,68;21,125;19,198038548752834
3;12;123;23;490;15,816901408450704;20,77777777777778;21;19,198226395409495
123;23;123;2;486;15,704697986577182;11,75;30,142857142857142;19,199185043144777
12;12;3;23;489;14,042553191489361;18,75862068965517;24,8;19,200391293714844
12;12;23;3;485;17,823529411764707;18,157894736842106;21,625;19,202141382868938
123;3;1;2;487;13,095890410958905;18,178571428571427;26,333333333333332;19,202598390954552
1;123;23;3;487;15,833333333333334;21,06896551724138;20,714285714285715;19,20552818828681
2;123;1;123;487;12,086330935251798;13,970588235294118;31,571428571428573;19,20944924732483
12;23;1;3;486;18,437908496732025;21,208333333333332;18;19,21541394335512
3;12;123;2;487;16,127659574468087;13,774193548387096;27,75;19,21728437428506
13;123;3;23;487;16,12676056338028;23,529411764705884;18;19,218724109362054
23;123;23;12;489;13,716535433070867;16,307692307692307;27,642857142857142;19,22236162787344
23;12;3;13;487;13,622377622377622;24,14814814814815;19,9;19,223508590175257
2;3;13;123;485;25,62837837837838;11,55;20,5;19,22612612612613
123;13;3;12;486;14,929577464788732;24,25;18,5;19,226525821596244
123;123;2;2;490;24,83783783783784;9,846153846153847;23;19,22799722799723
13;3;2;123;486;17,60927152317881;19,84;20,25;19,23309050772627
23;12;3;123;490;17;17,88;22,833333333333332;19,237777777777776
2;12;23;123;486;16,041379310344826;11,346153846153847;30,333333333333332;19,240288829944003
2;123;3;123;485;18,26388888888889;20,8;18,666666666666668;19,243518518518517
12;1;123;3;487;9,319148936170214;23,93548387096774;24,5;19,251544269045983
1;3;12;23;487;14,593103448275862;15,037037037037036;28,125;19,2517134951043
12;3;123;12;487;11,63768115942029;16,032258064516128;30,09090909090909;19,253616104948502
123;23;1;3;487;19,354166666666668;21,962962962962962;16,444444444444443;19,253858024691358
12;23;1;13;487;12,928571428571429;19,708333333333332;25,125;19,253968253968253
12;123;2;3;487;15,944444444444445;19,821428571428573;22;19,255291005291006
3;123;23;123;486;19,510344827586206;22,923076923076923;15,333333333333334;19,255585027998823
1;13;23;2;488;15,726666666666667;13,047619047619047;29;19,258095238095237
3;12;13;23;486;15,342465753424657;24,307692307692307;18,125;19,25838602037232
2;3;123;1;486;18,1021897810219;12,67741935483871;27;19,259869711953538
123;3;1;2;487;15,291970802919709;20,823529411764707;21,666666666666668;19,260722293783697
13;13;2;2;485;18,618055555555557;9,833333333333334;29,333333333333332;19,261574074074076
123;2;2;13;486;20,255172413793105;9,307692307692308;28,22222222222222;19,261695647902545
3;123;13;23;487;18,489655172413794;21,96551724137931;17,333333333333332;19,262835249042144
13;3;23;123;486;15,117241379310345;18,17391304347826;24,5;19,263718140929537
12;123;2;23;485;15,489795918367347;11,476190476190476;30,833333333333332;19,266439909297052
2;13;23;123;500;14,804195804195805;11,566666666666666;31,428571428571427;19,266477966477964
3;123;2;1;491;17,810606060606062;17,914285714285715;22,076923076923077;19,267271617271618
3;12;1;23;485;13,366666666666667;24,44;20;19,268888888888892
3;123;12;2;486;21,807142857142857;16;20;19,26904761904762
12;13;2;3;485;18,655405405405407;16,16;23;19,271801801801804
13;2;13;2;485;17,69655172413793;10,620689655172415;29,5;19,27241379310345
123;2;2;13;486;17,986206896551725;8,333333333333334;31,5;19,273180076628353
123;123;3;1;486;11,875;21,517241379310345;24,428571428571427;19,273604269293926
13;3;123;23;485;21,65068493150685;20,84;15,333333333333334;19,274672754946728
23;1;123;3;486;13,46043165467626;21,59375;22,77777777777778;19,27731981081801
3;13;12;2;488;14,251851851851852;23,694444444444443;19,88888888888889;19,278395061728393
2;23;123;12;493;15,952380952380953;10,884615384615385;31;19,27899877899878
3;1;123;23;485;16,131386861313867;20,515151515151516;21,2;19,282179458821798
13;23;3;123;486;14,068493150684931;22,56;21,22222222222222;19,283571790969052
23;1;3;12;486;14,436241610738255;21,92;21,5;19,285413870246085
2;123;12;3;488;14,932432432432432;12,227272727272727;30,7;19,286568386568387
123;3;12;2;486;16,217687074829932;18,642857142857142;23;19,28684807256236
13;13;2;2;487;17,766233766233768;10,434782608695652;29,666666666666668;19,28922768053203
123;123;3;123;485;14,316176470588236;22,352941176470587;21,2;19,289705882352944
13;3;2;123;485;15,903448275862068;26,566666666666666;15,4;19,290038314176247
23;3;1;12;486;14,986013986013987;21,6875;21,2;19,29117132867133
13;3;123;2;492;16,97872340425532;19,896551724137932;21;19,291758376131085
1;3;23;123;486;15,291666666666666;21,384615384615383;21,2;19,292094017094016
2;23;123;1;485;17,40268456375839;11,380952380952381;29,1;19,294545648236923
13;123;3;12;487;14,084507042253522;25,096774193548388;18,714285714285715;19,298522316695877
2;1;13;23;485;17,06756756756757;10,4;30,428571428571427;19,298712998713
13;13;23;2;490;17,24113475177305;13,1;27,555555555555557;19,298896769109536
13;123;23;3;486;18,904109589041095;26,5;12,5;19,3013698630137
3;123;23;13;487;17,912408759124087;22,88235294117647;17,11111111111111;19,30195760380389
23;12;12;3;486;13,775510204081632;19,423076923076923;24,714285714285715;19,30429094714809
12;1;23;3;487;12,60431654676259;28,866666666666667;16,454545454545453;19,30850955599157
1;123;3;2;487;10,928571428571429;18,375;28,625;19,30952380952381
23;23;13;1;487;12,25;20,78787878787879;24,90909090909091;19,315656565656568
23;13;13;123;491;9,73611111111111;21,93103448275862;26,285714285714285;19,317619959861336
123;12;3;123;485;11,485074626865671;18,083333333333332;28,4;19,322802653399666
13;23;13;2;487;16,806896551724137;14,766666666666667;26,4;19,324521072796934
123;13;2;3;486;22,916083916083917;14,310344827586206;20,75;19,32547624789004
1;13;123;123;485;6,553846153846154;22,525;28,9;19,32628205128205
3;23;12;123;490;22,28;16,4;19,3;19,326666666666668
3;12;23;13;487;18,934640522875817;18,047619047619047;21;19,32741985683162
3;12;123;2;485;16,8843537414966;19,321428571428573;21,8;19,335260770975058
123;2;3;12;486;17,375;17,032258064516128;23,6;19,335752688172043
12;12;23;3;487;15,635658914728682;24,128205128205128;18,25;19,337954680977937
12;123;2;13;486;11,402877697841726;16;30,615384615384617;19,33942077107545
3;1;23;123;502;14,575342465753424;26,56;16,88888888888889;19,341410451547436
123;2;1;23;485;17,16;10,48;30,4;19,346666666666668
123;123;123;2;487;11,10344827586207;12,444444444444445;34,5;19,349297573435503
13;23;3;12;488;15,258741258741258;21,933333333333334;20,857142857142858;19,34973914973915
2;123;123;2;490;22,867549668874172;10,181818181818182;25;19,349789283564117
12;12;23;13;487;10,006711409395972;18,5;29,545454545454547;19,350721984950173
123;1;2;23;487;15,302631578947368;8,555555555555555;34,2;19,35272904483431
2;13;123;123;487;16,225352112676056;11,535714285714286;30,3;19,353688799463445
123;3;1;123;487;11,94927536231884;20,82857142857143;25,285714285714285;19,354520358868182
23;12;2;13;487;16,96551724137931;11,5;29,6;19,355172413793102
